,Emotion,Clean_Text
15853,joy,im loving feeling christmas spirit month going blast
12849,sadness,  im reading note falls creek year decided inform miss face d:
25722,sadness,  hows life long time talk amp eat sushi looking threw old tweets 2 u history year #memories
10368,joy,gospel: making things new #boldness
15119,anger,lancashire members furious heard gooch england selectors axed red rose favourite phil defreitas  preferring essex pacemen neil foster mark ilott 
31496,joy,ahhhh simple things life rt   threes company marathon tomorrow  
29076,joy,got married
25565,joy,barely work work double ughhhhh
23348,joy,homemade pumpkin cupcakes filled cream cheese icing:)) mmm love baking
20925,fear,im sorry mean huge moles amp moles grow hair freak #gross
12164,joy,day american wars visual learning experience
22670,sadness,felt love
5454,sadness,parents house plans spend afternoon lover (plans lover cancelled) watching movie considering life circumstances  pressures examinations particular
2816,sadness,im sorrymy cars taken 
8557,sadness,boyfriend took fathers grave
20248,joy,    country music death back
30286,joy,sitting   spot accounting better view annoying ass old guy
14054,fear,  haha feel dreadful feel alive
16427,sadness,christmas spirit delayed year
28910,sadness,years old favourite cat died
11230,joy,oyster card fight going bus #lovinglife
28873,neutral,hows 
3085,joy,gotta love isaiah said quotwith joy draw water wells salvationquot (isaiah 12:3 niv)
27199,joy,successfully passed exam happy
13288,sadness, words  know productivity big issue  oh  said usual things like “ good work ” “ thanks hard work  ” said hes thinking bringing employees department    means hes satisfied ive 
3925,neutral,
22562,joy,beautiful girl world girl makes world beautiful
18558,joy,im engineer ibm 
24281,fear,man  ’ freaking  gotta help 
9719,joy,10pm school library emptied apart rest program #sarcasm
10494,joy,check great article highlighting   team serving harper woods middle school #education #service
19293,fear,concerned choice jam 
26962,joy,hearing opera friends practice makes wish sing tiss messiah season lots singingtrying
7806,joy,girls   pants daymn girls wearing them know infinite
5807,sadness,christmas month away im tired christmas music
25451,joy,existing day day living
12237,neutral,oh 
19003,fear,walking friends house blocks house car began follow me waited passed rotateed little stopped way changed completely way car went following turned corner running hid garden house waiting car pass by went home terribly afraid
11661,fear,  live hour los angeles too maybe purchase today fri watch
22900,anger,stupid stupid stupid
26469,joy,20 hours sleep past 3 weeks
113,joy,study day tomorrow day saturday sunday
20220,fear,fear memory projecting future guilt comes pain blame primary pain creates depression
34615,sadness,olivia couture wedding dress thought available purchase anymore
8406,anger,mouldy oldie cause cant new music ipod
7969,joy,saw passed exam chance lot stake
10697,neutral,like 
34667,sadness,  hahahaha note look advanced 5110 pretty cool snake
21937,anger,maid giving hard time keeps flipping comforter upside time flip around #mindblown
23629,fear,  people majority according gallup nationwide support legalizing marijuana dems #racism #closemindedness
28712,joy,dissecting pigs heart rat today #barf
9189,neutral,right 
19140,sadness,s/o   favorite friend wide world :))) talk hang out :(((
34596,sadness,  bad is v cant chng n present system da n blood f evry politician ter
2194,neutral,
30790,joy,quotwe shaped thoughts think mind pure follows like shadow leavesquot ~ anonymous
28904,sadness,realized christmas years treat bag   amp library crew
14969,joy,enjoyed excitement politics 
6771,anger,thats absolutely ridiculous 
22798,joy,shown way life fill joy presence acts 2:28 #faith
9594,sadness, people sad worried 
23697,fear,fact girl (22 years married  guilt  disgust) fear main factor relationship
2,sadness,way homegirl baby funeral man hate funerals shows blessed
18859,joy,perfect taste 
3240,fear,  finding socks sweater sleeve bar thebulge
25205,fear,unfortunately  anxious stressed people acutely sensitive fluctuations making worse concern 
23178,joy,rock amp fortress therefore names sake lead guide me ps 31:3
14315,fear,simply understand people england worried 
11024,sadness,:( hows forecast rest weekend rt   basically coming downpour track right now
31998,joy,extra today #love # awesome
9195,joy,*sigh*and time study sociology final 
3721,neutral,
26773,joy,also xmas decorations make tags wrapping gifts #craftyxmas
18373,sadness,favorite barista quit school feels like loved died im finding
19105,joy,gotta trip city tomorrow 
2893,fear,wants bacc  butt    ion kno mann 
29035,joy,danny grown 
16721,anger,jeg angrer bare på en ting så langt livet jeg ikke fikk meg twitter før
31785,neutral,
18305,joy,feeling bright happy today god first
24590,sadness,ahh god damn watched youtube videos data thought wireless major fail goes data month
2944,joy,cleaning house amp sewing today
17868,joy,love christmas season #snow gaaaaaaah #happy
32325,sadness,elder brother expelled college frustated attempted suicide  drank bottle fragments sad learnt this
23499,sadness,remembered ive got speech class today forgot prepare 
4249,sadness,listen song like listened friends
2719,anger,dont fuckn know big changesand em suck balls
8306,joy,let ’    ’ capricorn  says feeling stress work  new  exciting developments love life  looks like ’ interesting summers 
21760,fear,walking home late night lectures deliberately started following me dark scared
5255,sadness,disqualification mates military service
11797,sadness,wandered state utter dejection  belonging 
1334,sadness,like live zoo loud actually think im going miss zooone week til
2917,joy,do grieve joy lord strength nehemiah 8:10
32705,fear,fear unknown felt fear sat entrance examinations
24187,sadness,people talk like know story
3778,fear, remember fear exist mindquot  dale carnegie
17605,joy,ive got 1 up rather 5 you 2 trip kzn rt   7am flight morning
22715,fear,simply ignore fact sentenced death  important let know rattled 
15860,fear,rex watched horror black claw tore bill s left arm socket flung far street 
5150,sadness,percuma juara umum sea games tapi di cap sea games yg paling ancur spanjang sejarah ┐(´～)┌
26206,joy,love feeling laying bed day late night night
22088,fear,sweden friend lived appartment owned finn day man came appartment heavily drunk (hashish alcohol) dizzy broke down foretell reactions however happened
22529,fear,afraid tomorrow seen yesterday love today #less
10397,sadness,hero turn  felt despondent fearful  little grey mentor given instructions eventuality 
29665,joy,vegas tomorrow waking 4 am airport yeaa :(
2562,anger,think bad habits 
11610,neutral,wonder 
9380,joy,hanging nick tomorrow going liams play
33526,joy,fell head ears love appeared love me happy hardly sleep eat week
7828,sadness,shattered screen beloved phone #forealz
15635,joy,pretty  beautiful  imagine thing nearer perfect beauty altogetherface figure 
30097,joy,year went friends yugoslavia  girls well
9559,sadness,gay marriage legal found ex engaged #envy #dieinafire
20004,joy,played piano good 2 hours havent while
15005,joy,course  entails extra work  sense excitement children like dressing 
6937,joy,celebrate life chance amp
24145,joy,fear mutually exclusive incompatible constricts expands #inspire #quote
34431,joy,yaay  danish afrina coming today :d
27091,sadness,watching bunch white people dancing soulja boy
24559,fear,mini war spider im victim home
24081,anger,seeds discouragement grow grateful heart #fear
8568,joy,sniffily dismayed delight consumerism sheeplike attitude reactionary rubbish papers 
16568,fear,myself trying clear motivation intentions trust #god guiding undefined #purpose
25902,sadness,nigga childish  dnt fuckin lauqh brother bcuss gotta problem cnt help tf
6213,joy,fyi ill ignoring phone hours readings homework psych studying calling name
33074,fear,actually nervous amounts chilli dad salad
32715,joy,felt exam feared easy went well
4975,sadness,hook door keeps hooking lace shorts ripping lace
25041,joy,☼ ☼ thank twitterlove =) ☼ wishing best joyfilled weekend ☼ #friends
16318,fear,day nearly stabbed death ruffians wanted money refused money started running me ran somebody elses house save myself
18987,neutral,
22123,joy,feel absolutely terrible time babysit night
8925,anger,swear like trucker bake
11433,sadness,sorry self watching scott pilgrim scouring   friday night #arizonalife
33118,joy,elf time cosied tv proofreading
11869,fear,“  “  afraid tomorrow seen yesterday love today #less””
29974,neutral,kind 
3387,sadness, stole things 
26454,sadness,suddenly appeared dog dangerously ill probably die expected healthy fortunately survived we turn gave medicines night
906,joy,meeting old friend high school
23472,joy,christmas tree shopping makayla malayah
26439,joy,im suppose productive week woke up#screwfinals
23399,sadness,yeah  gpa screwed 
15969,fear,now cant sleep great #loathing #lasvegas  man gotta rest
3988,joy,pleased happy older sister came home living town seen months close sisters
29255,anger,when cleaned kitchen hours later saw big mess irritated much
3960,neutral,right  company ’ christmas party amazing occasion everybody relax know better  time new friends networking 
27519,joy,oh going days again like single day ridiculous place
679,fear,tender age friend left party proceeded walk dark secluded streets bad neighborhood find telephone (recent spate horror movie watching occurred)
11667,anger,certain person started dreadful things calmly felt hurt disgusted
19619,sadness,father died unexpectedly age 53 years certainly liked live longer said confronted fact die day too
23076,anger,ordered clothes   11/29 warehouse la live sherman oaks aka la recieved said clothes yet no
24286,joy,planning spend 6 weeks cali summer think it excited get
17810,joy,gleeful idea faber  vaudeville  production 1929 starred baritone singing bolovian ballads song blue baboon 
16274,joy,view hill beautiful relaxing  ’ sign pollution  village looks peaceful 
31705,fear,quotnot afraid tomorrow seen yesterday love today #lessquot
921,joy, imagine  old 
25804,fear,father forgive help live boldly #truth #gloryofthecross
10737,joy,hand  suspected fowlerthrown delighted private view newley s collection 
13648,fear,  lol dross here (hero voice)
25955,sadness,im sorry  sale  store credit 
6064,joy,praying  loloooo dont stop  praying keeps happy  happy =  dont let ole devil drag u #yess
7629,sadness,occasion city accepted relish chances came way inflicted psychological damage dejected opponents 
25555,neutral,im sorry 
19047,anger,wrote probably feeling ive 5 years song ill lyrics facebook soon#sadness #rejuvenation
29882,sadness,going watch teammates play time 9 years court them
20343,sadness,dropping magnus vet man surgery wonder knows whats happen
15039,neutral,yes 
22823,joy,son born
21466,joy,successful marketing comes fulfilling basic humans needs #peace #love sounds easy easy
9035,joy,listening apple customer support hold music playing new order: age consent come hang out ♫♪
8042,sadness,cock tease win heisman listen impressive speakers
3237,joy,round hospital appointments megantoday low vision test
7583,sadness,christmas movies tv im ready cold weather
31747,sadness,remember despondency 1926 abd al karim forced surrender french 
17407,sadness,course like  d utterly miserable 
14995,neutral,got 
17335,anger,ec infuriated 
16173,sadness,let past fear future rob #happiness present
21100,fear,dont know let again repeat greater fear shot #rough
8140,joy,passed msce exams selected college
33270,neutral,sure 
2537,fear,drink water kidneys sick  :(
27365,joy,school teacher teacherparent meeting received good deal positive feedback work parents pupils
5964,anger,accused bitching best friend
14120,joy,im thankful track team mu family going everyday
27429,fear,process spotting refusing obey source true #empowerment martha beck
9467,sadness,officially youth graduate
23329,joy,home end best friends wedding
24841,anger,mad dad
6579,joy,getting work list saturday evening 50 hour week waitrose week too
16215,fear,leads #anger anger leads #hate hate #suffering
12864,sadness,yes  im  im sorry missing concert 
33735,joy,games thing today weather
18881,sadness,commercial mac miller concert radio
26958,sadness,long illness
15739,sadness,going face fellows office  thought promoted  waiting good news 
16192,joy,great 
15655,sadness,ill try  im lot pressure right 
11780,neutral,happened  quarrel 
11092,joy,failed spanish test
2818,joy,love feeling baby kick :)
9502,sadness,im glad help  want ask 
14525,joy,coming home exam supposed passed ran restaurant beer
29962,sadness,stepped outside look sky cloudy sleeting chance stargazing
18414,joy,felt received letter telling classified national concourse p felt happy vanity it
13052,fear,walking pavement white car rolled directed me near house wall rolled hit me
23775,sadness,aware alain s black anger marguerite feeling sorrow leaving house 
1973,anger,feel like chopping tree
27088,anger,heard catchy tune radio earlier forgot shazam cant remember life went like
6609,anger,happened recently dining hall friends eating called fool
28243,anger,want court arresting 
1298,sadness,grandfathers funeral
5313,anger,threw firecracker room 7:00 morning
17676,joy,    im confused  science test tomorrow 
16924,anger,husband invited house neighbors got invitation parents refuse result called words provoked anger
30436,joy,year searching friend found flat able pay for
15221,sadness,salary increase expecting understood little ones work appreciated
9096,joy,listening fabrizio bosso live @ blue note milano
25608,joy,instance girl interested likes me
11426,fear,house night heard hyena crying outside cried hour feared break window enter inside house
26602,sadness,experienced emotion friend committed suicide spent afternoon playing discussing life problems
11392,joy,got whopping hours sleep stand register day training new lady #funfun
16585,fear,left carnaval ball 4 oclock am foreign city home guy appeared tried \catch me\
21791,fear,lunchtime excursion newcastle shops assume theres lot people mirrors house
25809,sadness,  study sesh evaaa week giving bday gifts day owning godfreys raining
13601,sadness,oh  cant forget 
3674,joy,final examination school glad examination passed it
5000,fear,suffering failure worst case scenario bad afraidhmmm think goin…
17976,joy,loving school tomorrow ) #relief #sleep
9345,fear,climbing mountain got stuck realized down
5495,sadness,im glad wore fuzzy socks uggs today wish sweats today though #screwjeans
22416,sadness,movie black civil rights # kanye lol
26411,sadness,  miss lizski need hang seen camp
21665,sadness,home sweet cold home
15588,joy,finally awake time hw
27944,anger,walter matthau jack lemon miffed establishment replace favorite hangouts 
19035,joy,  giving shows words cant plus brings smile amp anticipation
13917,anger,bad drivers use horn swear irked comfort vehicle
22757,joy,homework finish 8th period
28077,sadness,felt sad street kids queii square aotea square sniffing glue young went role performing clown
8279,sadness,writing good  feel frustrated 
5481,anger,blahhh suck la la la dislike blah blah #frustration
25610,joy,  love you :) ive learned explore city style amp enthusiasm you #travels
29208,fear,afraid tomorrow seen yesterday love today #less
2779,joy,os mlk ta na agora e concerteza zuando   agitando mina de la pra ele
33269,joy,da month sleeping schedule gets fucked culminatings amp exam studying 8)
11377,neutral,kind house 
16312,anger,fuck return policy
27309,sadness,thank god dvr work miss victorias secret fashion show #ilovepink
19720,anger,rubbish bin reffered piece art wins £25000 me art
16764,joy,fellow player unexpectedly scores goal means draw
18915,neutral,weight 
31972,fear,afraid tomorrow seen yesterday love today #less
31261,joy,  noticed lack excitement thats real drug dealers coming stallis
22061,fear,going cal knowing anyone
15087,anger,suffer disease muscles therefore able attend lectures half day so miss obligatory lectures however teachers account disease punish detention work resulting overload
18061,sadness,  sorry u wanna cry im gonna miss :(
32951,anger,denied job person propsed giving political reasons directly professional level
16768,joy,  family bring were close best time christmas mess x
22791,joy,dougs sermon quotpeacequot morning start observing week advent: quotjoyquot #advent
28225,sadness,teachers death
20646,fear,foots asleep deathly scared random lighter gonna come attack it lol #scared #laughing
1729,sadness,im sad right now god works mysterious ways sense right gods plans
22240,joy,happened selected secondary school start form october 1980
3803,fear,people need know understand difference #respect
8038,anger,shoot guns angry stuff
25037,fear,took luggage away 
1652,fear,hahaa rt   chelsea reject meeting teams near futuregod forbid
25622,joy,        kayley looks gorgeous wonderful way spread  
27131,anger,earth  heart thumping body drowning wave heat  stay angry 
3163,joy,drop scotch occasional periods selfcriticism helped happy  time happy 
24540,neutral,badthank help  busy job  feel bit tired 
27738,fear,nerves edgy tonight like day tooth posioning expect dentist putting 3 years
12225,joy,painted room   house time rip carpet finish hardwood
32847,neutral,right 
29254,fear,rtquot  afraid tomorrow seen yesterday love today #lessquot
8030,anger,finds frustration anger 
19484,neutral,great 
15315,fear,10 years old neighbours dog chased roof small shed hope getting away there
17597,sadness,trying tell mom goes days listen #getoffyourphone
10055,sadness,oi bride big bliss srs denial body gain inches gain pounds trufax #awkward
10710,joy,yay reduced line height finally
12673,fear,“  afraid tomorrow seen yesterday love today #less”
30302,joy,pleased remind evidence bouilland s humming modernity  took sun 
11174,joy,met good friend seen long time
3744,fear,hartington soon alarmed plans increased powers termed  fanatical local authorities   wrote rosebery asking withdraw support measures 
16992,joy,friend organized birthday party secretly happy presents care me
573,joy,“  studying history exam day #wasteofagoodnapday #nooneneedshistorytobeatrophywife”
18645,neutral,bye  mom 
437,joy,shit pants pure gravy 100%
901,neutral,large  white building 
27285,anger,city fans livid clash bull led skipper steve walsh s sending 30 defeat molineux weeks ago 
7494,anger,roommate rude me
28234,anger,occasion struck man work furious returning blow 
28622,joy,went picnic lonavala felt joy
22998,sadness,sorry  need receipt refund 
19561,fear,gotta love moment parents start thinking bad things recently
20225,fear,experts coney hill psychiatric hospital alarmed 
19374,anger,end holiday job got money mentioned that
2389,joy,  great sis glad truly happy
125,fear,tiens de la taurine dans les croquettes friskies chat dintérieur #miaou
26631,sadness,noookylie goes home today amp school starts tomorrow=/
21444,joy,capricorn seriousminded practical  likes things conventional ways  sounds like 
15527,joy,week til human boy thing comes
6660,anger,passed table  heard older woman counting onetwothree  onetwothree like jolly exasperated gym teacher 
4265,anger,parents let holidays friends
19331,neutral,
15320,joy,murderer coming book
18625,joy,literally sleep going 46 hours #ijustwantanap
13654,sadness,opponent bowled ball  wondering appropriate play table tennis 
21703,anger,4000th tweet #sarcasim sorry #globeandmail brought monumental event
27915,joy,kno word b tru despite wat feel like wat circumstances say kno word b tru thats n
27571,joy,harry potter recorded
14825,sadness,friend told boyfriend girl summer going years months believe it
774,neutral,’ sorry  ’ know 
25918,anger,u smack ur lips u eat vicinity best believe ill rip face wear church
23912,sadness,interesting observation somewhat correlates spending feel like buying car now
24271,neutral,absolutely 
33476,sadness,  funny ignoring huge fan supporting way panama
13627,fear,“  afraid tomorrow seen yesterday love today #less”
1669,fear,accountants inevitably greeted court s finding disquiet 
12936,sadness,ive little depressed lately 
33541,sadness,clear picture sad lonely man  deeply concerned health dwelling future promise fairly rapid decline senility 
24627,joy,feed died again care seen wanted
5651,joy,u seduced instant temporary + expect 2 serve experience 2 u u r far #truepower #wakeup #leader #in
3819,sadness,study hall period today :(
25783,joy,boyfriend told loved period felt depressive
22702,joy,sweet moment toddler accepts christ savior
24495,joy,felt extreme joy day baptized god
25060,anger,quarrel husband  try cool 
34492,joy,ice car morning officially cold tree now
18816,fear,summer walking beach bikini awful man came cycling me shouting ran fast legs carry me
33019,sadness,crackers mac n chees making better :/
8583,fear,got lost foreign town know language country took hours meet friends again
1814,sadness,yes  weak maps  poorly high school 
21349,sadness,sallonger pour léternité tout oublier ne plus avoir de regrets arrêter de se faire mal
31339,joy,im burton street craft fair sheffield indoor lean radiator got christmas music playing #humbug
17484,joy,find car mall parking lot
13779,sadness,  second thatthis week coke days #wellnottotallyaslongasyouhaveacokeordietcokewithlime
11659,sadness,+1 :p rt   pains heart   leave  
19700,fear,  yes lol coming nicely cant wait
30341,joy,hiding scarf cause im cold sat homework dancing
25374,neutral, think 
24282,sadness,lost seeds suppose plant mctrees d:
24793,joy,aggies joining division year currently features 3 teams bcs standings
23515,anger,deputy manager summer certain deputies took liberties normal
33685,fear,chatterton sound unduly worried prospect 
16603,anger,or worse: read phone
3519,joy,felt happy end 10 day student camp shared hopes aspirations open situation generated strong frienships experienced worth well
14031,fear,rappel: dici au 31/12 les banques européennes doivent présenter des ratios de solva corrects malgré les pertes sur la grèce
13729,joy,  sound like wife were now phone rang nonstop nearly way
6321,joy,replied  endeavouring conceal excitement 
14116,joy,cant wait spend lunchtime mrs good tomorrow
27028,joy,i one thrilled christ works outside timeline faithful sovereign
1511,fear,quot  afraid tomorrow seen yesterday love today #lessquot
13293,fear,big distraction lives create illusion accept solutions $$
20131,fear,went stairs high dark house shadows passed door feeling me knew alone
31092,sadness,younger good apparatus gymnastics competitions fourth place
32887,anger,wanted happen didnt
23056,fear,apparently rld aware details vanguard accident time  subsequent publication report accident reinforced disquiet 
27274,joy,soo blown away faithfulness jesus girls woodlawn high encountered received jesus tonight   service
2948,fear,oldest strongest fear oldest strongest kind fear #unknown
14727,sadness,grandfather died close relationship
28861,sadness,looked felt twinge sadness carriage 70 cent commuters men women forced stand aisle 
18469,joy,ive stay school everyday week tomorrow
34041,joy,extremely good  shot 78  including 5 birdies 
16687,neutral,yeah  know  friend need friend  need fairweather friends 
22579,joy,easy caught holiday rushbe aware momentbuild silverwhite pillar self present radiate #mindfulness
26879,joy,homework saturday morning hotel
10834,sadness,smiled little  altering sad expression 
32895,sadness,kept trying changez s lugubrious face  reclined morosely good hand guests filled air cultivated noises 
10302,sadness,oh  god  feel going smooth 
30568,fear,unknown #changes replace #stability #familiarity ambiguity and# uncertainty #jo #amman #reformjo #jordan
15083,anger,’ try clearer intentions 
13181,joy,christmas approached  excitement preparation began 
11442,fear,home bed reading womens magazine storiees paranormal experiences leg itching stretched hand scratch felt strange hand (later realized corner blanket)
25130,sadness, got felt like black hole   groaned disconsolate wilkinson hour defeat 
25515,sadness,  miss ben reyer lot saw weekend
6158,joy,came home christmas music =o
16316,sadness,officially retired vagrant story final fantasy tactics fear effect 1 likely retire tonight well
24757,anger,got home found electrical supply disconnected despite paid bill days earlier
23257,sadness,im till 4 5 want hang yeah going cville game anymore wildcats
25119,anger,like watching   play gears war
27709,joy,passed toefel good marks
3868,joy,right 6 hour drive south inlaws
32204,sadness,mother feel like mom anymore ghost like figure live gets mad single hello
14101,sadness,torn daughter s despair 
6343,anger,  traffic worst real got hit ends night
822,fear,aim governments campaign wholly obedient question question: profits loses
6786,joy,great day better dads home #lettheangerbegin #help
5169,fear,entered dissection room time exposed preserved dead human bodies
13696,joy,got day department
6953,fear,strange u begin wanted scared hades completely amp totally accept it
32991,joy,sweet class :) study dumb chem test :p
27603,neutral,yes 
6348,joy,watching snow/sleet fall outside time second turbo session week  winter training yo
29604,anger,extreme emotion which acts controller #control anger #dont let control #you
19850,anger,stomachs growling 
25214,sadness,yeah  s bit despondent  
3794,sadness,office smells like wet dog
28499,sadness,listening wiz khalifa makes feel like summer
26231,neutral,start worrying weight 
9961,sadness,oh  thats terrible  bad luck  wish come countrybut  strikes revolutionaries  earthquakesour operations finished 
31425,anger,robyn leant door office found experiencing old  familiar surge deep annoyance 
23031,joy,happy saturday todays going good day #blessed #thankful
10910,neutral,
27656,anger,heartwrenching scenes kolkata yesterday india wake start respecting human life more
24259,anger,happy paper came room mood ruined hate tim tebow sooo much
9901,sadness,found   touring   :[ heart dropped little #getwellsoon
13016,joy,let comparison steal
17005,fear,going attempt learn swimgotta tackle fear somehow keyword
21656,joy,ugh im ready week lt #sarcasm
14325,sadness,kansas st trending nationwide bad win
28856,sadness,phones die charger lightyears away
8538,joy,quotit makes grateful #gratitude makes #xaus joyfulquot  david rast
4310,fear,  ridiculous people rarely search domain domain combinations/word variations astronomical
23726,fear,im screaming help n hears my composer guna b lost
12445,anger,moment time decision vent anger 
31413,sadness,people swear theyre but bone theyre body
20147,anger,found guy dating particular time steady relationship going long time
10475,fear,pm went home bike dark cycletrack lack time shortcut
20628,anger, re cross honest spoke night 
24685,sadness,packing leave tomorrow
31051,joy,sitting bathtub pets home alone
3435,anger,jennifer davies  break  cant stand  dweeb  possibly ace keeps cutting class time 
12646,fear,false evidence appearing real let conquer
17950,sadness,going someones heart broken live tonight
5053,joy,waiting   shall showerdo hair count hours til departure
17214,sadness, m miserable eat  
7743,joy,standing outside freezing cold 2amp1/2 hours #brothervincentyouretoonice  
33752,fear,clothing section target smells death
14625,joy,mock improvisation workshop assessment
31612,fear,getting lost strange place
25971,neutral,got 
27642,joy,cutest puppy gas station :) im wet petting :/
30203,joy,bowling alley till whenever home finally hw
19270,fear,giving try owl lamp #sleeptweet
4001,anger,4 different types anger – lightning tornado flood volcano #hr #safety #leadership #management #teams
12192,anger,learned classmate given list peolpe help exams professor
22538,anger,thing keeps going work imagining making huge scene walking hell management
474,anger,went lecture cancelled second time negative attitude lecturer
3497,anger,’ questioning ability  tell ya   ’ talk boss 
14944,sadness,experienced emotion grandfather passed away
18801,neutral,cmon  blame  thought new camera  use itwe thinking buying camera  understand perfectlooking box 
12000,sadness, im leaving japan im going london  tomorrow 
7751,fear,m frightened 
33883,sadness,twitter stop rubbing watched nght fell asleep befor started state
26224,sadness,grandmother living 14 years stroke left paralysed side close family suffer way makes feel sad
25974,joy,going christmas tree little bit
14826,joy,salesmen tramping aisles carriages  shouting excited chatter crowd  squawking chickens bleating goats 
7694,sadness,allowed critically joke movies anymore      
10290,joy,  intend reading binge cleared away
29654,anger,failed  exasperated start shouting  telling stupid  dissolve tears rush room 
26020,joy,congratulations  hope works 
12651,fear,took blood patient alcohol estimation urine examination told bad happen play magic me
6784,anger,smells like ashtray 
14338,fear,dam lake water let flow water plants boys near water pit rescued thanks flippers tyre us
32106,sadness,boooo singing party done roommate here right middle im afraid too
30417,neutral,glasses 
23269,anger,uncleaniness work place place generally clean reaches point angry person supposed clean place people supposed supervise him
29464,joy,saw friend mine seen long time lost address telephone number
8474,joy,mr mitterrand appears delighted ultra courteous edouard balladur  socialists wonder found prime minister dreams 
32411,joy,moved neck fast cant right legit crying
25103,sadness,’ better tomorrow 
13752,anger,neighbour threw party night kept 3am #sotired
608,anger,weekend wanted absent school sports event teacher refused day like me
2034,anger,ughhhhhhhhhh vdd veo la ora q sea enerothis kid friggin drag
5296,anger,argument best friend thought right not
29070,joy,happy   big game 
15128,joy,perfect live earth never day meet face face
26088,joy,told got study grant
18878,anger,want money delivery 
6164,joy,hockey match tomorrow rt   
1237,fear,makes real u fear focus feeling fearful  attract itcheryl janecky #loa
17797,joy,im annoyed guess ill homework night
9869,anger,simply cant bear barbaric behavior 
20477,fear,elaine s voice concerned deep inside hoped decide party 
26256,sadness,love 
770,anger,looked furious saw faces peering frantic signs close curtains 
28460,joy,love god love people love neighbour yourself brother sister everybody love somebody oh oho oh oho love somebody
16160,sadness,heard news brother passed away time lost brother
33180,sadness,learnt close friend going immigrate
33651,anger,ll cross  ll 
1970,anger,girlfriend practice leaves night weekend addition busy things often
14247,anger,jims steakout til 5 lt3 need come fake boyfriends creeps away lolz
21402,fear,anticipating death nice life
26419,joy,missed dance class today were decorating house tree today
30752,sadness,sounds dad makes looks report card
5772,anger,quotman forget lies #sleepquot#xa thomas de quincey#xa#quote
8282,anger,anger energy right he complimented good sick sense humour
3490,sadness,black friday madness year
24660,neutral,
16108,sadness,  dang 6 words post
10527,joy,overjoyed youngster swept feet favourite royal 
8051,sadness,aaahhh im losing followers oo annd finally able reach 100
9566,fear,cycling school nearly got knocked car (overtook closely) swerving space
22145,neutral,
23532,joy,right  sir  drivers license 
9521,joy,got home work shower power nap class
29099,fear,longer prison today remember gone
15978,joy,it conquered nerves  thank   learning song #asisang lol appreciate :)
19312,joy,life real eyes filled theres peace feel love rescues hope
29718,joy,palace actually arranged drawing removed  little doubt delighted rid 
22221,fear,sleeping tent hearing noises rustling etc afraid people good
9829,sadness,studies demanding cope it
6143,fear,widespread disquiet media 
15762,anger,wayne livid hears 
33599,joy,alain s mother finally went inside rueful shakes head pleased look face  jenna decided risk 
4565,joy,cant buy #enjoy life #free #recieve #word2god #sunday #gospel aka #delianovision #iaso
20791,neutral,possibly 
1995,fear,mural makes new  shamelessly bright wall like spilt  restless assortment weekend patrons watch stage agitated expectant eyes 
30073,anger,swear brother plays joker thief again #lasereyebeams #noreturn
4430,joy,  2 year old little boy watching shea body butter legs amp himself smells fab
19629,fear,life feared  understood man
17826,sadness,operation  feel sick depressed  effect trauma operation anaesthetic 
18435,sadness,told uncle passed away
27010,joy,10 left reorganize pictures flash drive nice 30 min drive off
4747,joy,fuck neeed bed work 6:45a tomorrow
32642,joy,white chocolate buttons heaven
14386,sadness,blehh wana day remember concert :(
16271,joy,moday  great weekend 
9031,joy,spending newest god baby small 6lbs 2 weeks oh
34039,neutral,sounds fruitful  nightmare 
14323,neutral,yes 
22432,sadness, crazy   oh dear   known  talked downsizing   ive got family
8329,fear,movements mean nothing police raid middle night try censor press process
7484,joy,♥ look love life cant believe blessed am♥
8487,joy,came clip glanced  saw flare excitement silverygreen eyes dropped page 
13914,sadness,want theory finance  exam unfortunately bitch couple weeks
5938,fear,  yo mane think pac fight may rumor says 4th fight marquez handled think hes scared
4229,joy,dancingtavern atmosphere waiting end world suddenly people began dancing wildly inspired band unbelievable experience : wonderful finns flare forget think \what thinking me\ delightful dance ones heart content
18479,sadness,  mi hermana confia en mi yo tanto q la quiero pero #palantemarik
13891,joy,sportsampclubs practicesamprehearsals day oh amp teachers decide homeworkamptests days
9088,joy,love catching people discreetly trying pick nose
11278,fear,concerned courts  lenient  
23994,anger,people permission pry belongings things it
19238,neutral,absolutely 
12216,fear,quotprepare reality counter terrorism stayquot #areyouscared #gopdebate
11802,anger,oh   god save 
23166,anger,drawn statement infringement traffic ordinance fact innocent
12615,joy,football training going wet
3463,joy,like 9am dentist appointment day started right #whatdididotodeservethis
9217,fear,eventually tired running 
13981,joy,break person know needs help got prayers answered happy them #ljb
14173,sadness,lee sharpe night relived anguish discovering disease feared end career  kill 
11320,sadness,surely feeling profoundly sad socalled reprieve certain regiments british army 
6346,neutral,yes 
8812,joy,head turned restlessly pillow strove distance increasingly excited voice commentator airsplitting whine highrevving engines 
20502,anger,stole ski vitosha course blamed left supervision
5207,anger,momentary madness horace
14288,joy,gucci  idea  want movie 
33777,sadness,spending entire weekend angst monday day brain kicks revision ideas mode thanks day job
30658,fear,tells weve sacrificed others tells time 2 worry future #xa#xaluke 9:3
5511,fear,room room #holyspirit #trust #lord shall direct steps
1807,joy,seriously stress great   music right now
12772,neutral,try minutes date  latest type 
